Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
3596,Cain Velasquez,Antonio Silva,-400.0,355.0,Red,Mizuto Hirota,Rani Yahya,-150.0,140.0,Blue,66.66666667,140.0
3597,Roy Nelson,Dave Herman,-162.0,152.0,Red,Dong Hyun Kim,Siyar Bahadurzada,-170.0,160.0,Red,58.82352941,160.0
3598,Stipe Miocic,Shane del Rosario,-170.0,150.0,Red,Riki Fukuda,Brad Tavares,110.0,-120.0,Blue,110.0,83.33333333
3599,Stefan Struve,Lavar Johnson,-130.0,120.0,Red,Takeya Mizugaki,Bryan Caraway,-215.0,195.0,Red,46.51162791,195.0
3600,Diego Brandao,Darren Elkins,-260.0,240.0,Blue,Cristiano Marcello,Kazuki Tokudome,105.0,-115.0,Blue,105.0,86.95652174
3601,Edson Barboza,Jamie Varner,-540.0,460.0,Blue,Marcelo Guimaraes,Hyun Gyu Lim,248.0,-270.0,Blue,248.0,37.03703704
3602,Jason Miller,CB Dollaway,-155.0,145.0,Blue,Ronda Rousey,Liz Carmouche,-900.0,700.0,Red,11.11111111,700.0
3603,Dan Hardy,Duane Ludwig,-130.0,120.0,Red,Lyoto Machida,Dan Henderson,-192.0,177.0,Red,52.08333333,177.0
3604,Jacob Volkmann,Paul Sass,-190.0,175.0,Blue,Urijah Faber,Ivan Menjivar,-350.0,318.0,Red,28.57142857,318.0
3605,Kyle Kingsbury,Glover Teixeira,215.0,-235.0,Blue,Court McGee,Josh Neer,-370.0,330.0,Red,27.02702703,330.0
3606,Mike Brown,Daniel Pineda,-118.0,108.0,Red,Josh Koscheck,Robbie Lawler,-310.0,280.0,Blue,32.25806452,280.0
3607,Chan Sung Jung,Dustin Poirier,290.0,-350.0,Red,Brendan Schaub,Lavar Johnson,-105.0,-105.0,Red,95.23809524,95.23809524
3608,Amir Sadollah,Jorge Lopez,-105.0,-105.0,Red,Michael Chiesa,Anton Kuivanen,-190.0,175.0,Red,52.63157895,175.0
3609,Donald Cerrone,Jeremy Stephens,-220.0,200.0,Red,Dennis Bermudez,Matt Grice,-410.0,365.0,Red,24.390243899999998,365.0
3610,Yves Jabouin,Jeff Hougland,-305.0,275.0,Red,Sam Stout,Caros Fodor,150.0,-160.0,Red,150.0,62.5
3611,Igor Pokrajac,Fabio Maldonado,130.0,-140.0,Red,Kenny Robertson,Brock Jardine,135.0,-145.0,Red,135.0,68.96551724
3612,Jason MacDonald,Tom Lawlor,200.0,-220.0,Blue,Jon Manley,Neil Magny,135.0,-145.0,Blue,135.0,68.96551724
3613,Brad Tavares,Dongi Yang,-160.0,150.0,Red,Nah-Shon Burrell,Yuri Villefort,145.0,-155.0,Red,145.0,64.51612903
3614,Cody McKenzie,Marcus LeVesseur,170.0,-185.0,Red,Renan Barao,Michael McDonald,-295.0,265.0,Red,33.89830508,265.0
3615,TJ Grant,Carlo Prater,-430.0,380.0,Red,Cub Swanson,Dustin Poirier,100.0,-110.0,Red,100.0,90.90909091
3616,Rafael Dos Anjos,Kamal Shalorus,-365.0,328.0,Red,Jimi Manuwa,Cyrille Diabate,-200.0,185.0,Red,50.0,185.0
3617,Jeff Curran,Johnny Eduardo,110.0,-120.0,Blue,Gunnar Nelson,Jorge Santiago,-330.0,300.0,Red,30.303030300000003,300.0
3618,Alex Soto,Francisco Rivera,215.0,-235.0,Blue,James Te Huna,Ryan Jimmo,-230.0,190.0,Red,43.47826087,190.0
3619,Nate Diaz,Jim Miller,150.0,-160.0,Red,Terry Etim,Renee Forte,-355.0,320.0,Blue,28.16901408,320.0
3620,Josh Koscheck,Johny Hendricks,123.0,-133.0,Blue,Paul Sass,Danny Castillo,-107.0,-103.0,Blue,93.45794393,97.08737864
3621,Rousimar Palhares,Alan Belcher,-210.0,190.0,Blue,Andy Ogle,Josh Grispi,145.0,-155.0,Red,145.0,64.51612903
3622,Pat Barry,Lavar Johnson,-150.0,140.0,Blue,Tom Watson,Stanislav Nedkov,-110.0,100.0,Red,90.90909091,100.0
3623,Tony Ferguson,Michael Johnson,-315.0,285.0,Blue,Vaughan Lee,Motonobu Tezuka,-127.0,117.0,Red,78.74015748,117.0
3624,John Dodson,Tim Elliott,-510.0,440.0,Red,Phil Harris,Ulysses Gomez,185.0,-200.0,Red,185.0,50.0
3625,John Hathaway,Pascal Krauss,-185.0,170.0,Red,Jose Aldo,Frankie Edgar,-175.0,165.0,Red,57.14285714,165.0
3626,Louis Gaudinot,John Lineker,245.0,-265.0,Red,Rashad Evans,Rogerio Nogueira,-525.0,450.0,Blue,19.04761905,450.0
3627,Danny Castillo,John Cholish,140.0,-150.0,Red,Alistair Overeem,Antonio Silva,-440.0,390.0,Blue,22.72727273,390.0
3628,Dennis Bermudez,Pablo Garza,-110.0,100.0,Red,Jon Fitch,Demian Maia,-171.0,161.0,Blue,58.47953216,161.0
3629,Roland Delorme,Nick Denis,240.0,-280.0,Red,Joseph Benavidez,Ian McCall,-210.0,190.0,Red,47.61904762,190.0
3630,Mike Massenzio,Karlos Vemola,-130.0,110.0,Blue,Gleison Tibau,Evan Dunham,125.0,-135.0,Blue,125.0,74.07407407
3631,Jon Jones,Rashad Evans,-510.0,440.0,Red,Tyron Woodley,Jay Hieron,-160.0,150.0,Red,62.5,150.0
3632,Rory MacDonald,Che Mills,-660.0,540.0,Red,Jacob Volkmann,Bobby Green,-430.0,380.0,Blue,23.25581395,380.0
3633,Brendan Schaub,Ben Rothwell,-215.0,195.0,Blue,Yves Edwards,Isaac Vallie-Flagg,-215.0,195.0,Blue,46.51162791,195.0
3634,Miguel Torres,Michael McDonald,-105.0,-105.0,Blue,Chico Camus,Dustin Kimura,-135.0,125.0,Blue,74.07407407,125.0
3635,Mark Hominick,Eddie Yagin,-480.0,423.0,Blue,Edwin Figueroa,Francisco Rivera,275.0,-305.0,Blue,275.0,32.78688525
3636,Mark Bocek,John Alessio,-290.0,260.0,Red,Demetrious Johnson,John Dodson,-245.0,205.0,Red,40.81632653,205.0
3637,Travis Browne,Chad Griggs,-300.0,270.0,Red,Rampage Jackson,Glover Teixeira,215.0,-235.0,Blue,215.0,42.55319149
3638,Matt Brown,Stephen Thompson,200.0,-220.0,Red,Anthony Pettis,Donald Cerrone,-150.0,140.0,Red,66.66666667,140.0
3639,John Makdessi,Anthony Njokuani,200.0,-220.0,Blue,Erik Koch,Ricardo Lamas,-225.0,205.0,Blue,44.44444444,205.0
3640,Mac Danzig,Efrain Escudero,-135.0,125.0,Red,TJ Grant,Matt Wiman,-185.0,170.0,Red,54.05405405,170.0
3641,Keith Wisniewski,Chris Clements,135.0,-145.0,Blue,Clay Guida,Hatsu Hioki,-210.0,190.0,Red,47.61904762,190.0
3642,Marcus Brimage,Maximo Blanco,215.0,-235.0,Red,Mike Stumpf,Pascal Krauss,250.0,-275.0,Blue,250.0,36.36363636
3643,Alexander Gustafsson,Thiago Silva,-260.0,240.0,Red,Ryan Bader,Vladimir Matyushenko,-525.0,450.0,Red,19.04761905,450.0
3644,Brian Stann,Alessio Sakara,-380.0,340.0,Red,Mike Russow,Shawn Jordan,-130.0,120.0,Blue,76.92307692,120.0
3645,Paulo Thiago,Siyar Bahadurzada,-150.0,140.0,Blue,Rafael Natal,Sean Spencer,-235.0,215.0,Red,42.55319149,215.0
3646,Dennis Siver,Diego Nunes,170.0,-185.0,Red,Simeon Thoresen,David Mitchell,-230.0,210.0,Blue,43.47826087,210.0
3647,DaMarques Johnson,John Maguire,170.0,-185.0,Blue,Vitor Belfort,Michael Bisping,-121.0,111.0,Red,82.64462809999999,111.0
3648,Brad Pickett,Damacio Page,-280.0,255.0,Red,Daniel Sarafian,CB Dollaway,-140.0,130.0,Blue,71.42857143,130.0
3649,Papy Abedi,James Head,-185.0,170.0,Blue,Gabriel Gonzaga,Ben Rothwell,-115.0,105.0,Red,86.95652174,105.0
3650,Cyrille Diabate,Tom DeBlass,177.0,-192.0,Red,Thiago Tavares,Khabib Nurmagomedov,175.0,-190.0,Blue,175.0,52.63157895
3651,Francis Carmont,Magnus Cedenblad,-290.0,260.0,Red,Godofredo Pepey,Milton Vieira,155.0,-165.0,Red,155.0,60.60606061
3652,Reza Madadi,Yoislandy Izquierdo,-250.0,230.0,Red,Ronny Markes,Andrew Craig,-315.0,285.0,Red,31.74603175,285.0
3653,Simeon Thoresen,Besam Yousef,-325.0,295.0,Red,Diego Nunes,Nik Lentz,-135.0,125.0,Blue,74.07407407,125.0
3654,Jason Young,Eric Wisely,-170.0,160.0,Red,Edson Barboza,Lucas Martins,-320.0,290.0,Red,31.25,290.0
3655,Thiago Alves,Martin Kampmann,-145.0,135.0,Blue,Wagner Prado,Ildemar Alcantara,-215.0,195.0,Blue,46.51162791,195.0
3656,Joseph Benavidez,Yasuhiro Urushitani,-870.0,680.0,Red,Francisco Trinaldo,CJ Keith,-440.0,390.0,Red,22.72727273,390.0
3657,Demetrious Johnson,Ian McCall,-325.0,295.0,Draw,Junior Dos Santos,Cain Velasquez,-190.0,175.0,Blue,52.63157895,175.0
3658,Court McGee,Costas Philippou,-125.0,115.0,Blue,Jim Miller,Joe Lauzon,-185.0,170.0,Red,54.05405405,170.0
3659,James Te Huna,Aaron Rosa,-345.0,315.0,Red,Tim Boetsch,Costas Philippou,-145.0,135.0,Blue,68.96551724,135.0
3660,Anthony Perosh,Nick Penner,135.0,-145.0,Red,Yushin Okami,Alan Belcher,105.0,-115.0,Red,105.0,86.95652174
3661,Cole Miller,Steven Siler,-460.0,410.0,Blue,Chris Leben,Derek Brunson,-144.0,134.0,Blue,69.44444444,134.0
3662,Kyle Noke,Andrew Craig,-255.0,235.0,Blue,Brad Pickett,Eddie Wineland,145.0,-155.0,Blue,145.0,64.51612903
3663,TJ Waldburger,Jake Hecht,-140.0,120.0,Red,Erik Perez,Byron Bloodworth,-475.0,420.0,Red,21.05263158,420.0
3664,Mackens Semerzier,Daniel Pineda,-145.0,135.0,Blue,Melvin Guillard,Jamie Varner,-140.0,130.0,Blue,71.42857143,130.0
3665,Oli Thompson,Shawn Jordan,200.0,-220.0,Blue,Michael Johnson,Myles Jury,-255.0,235.0,Blue,39.21568627,235.0
3666,Frankie Edgar,Benson Henderson,-130.0,120.0,Blue,Philip De Fries,Todd Duffee,315.0,-345.0,Blue,315.0,28.98550725
3667,Rampage Jackson,Ryan Bader,-145.0,135.0,Blue,Leonard Garcia,Max Holloway,380.0,-430.0,Blue,380.0,23.25581395
3668,Mark Hunt,Cheick Kongo,255.0,-280.0,Red,Chris Cariaso,John Moraga,130.0,-140.0,Blue,130.0,71.42857143
3669,Yoshihiro Akiyama,Jake Shields,315.0,-345.0,Blue,Roy Nelson,Matt Mitrione,-185.0,170.0,Red,54.05405405,170.0
3670,Yushin Okami,Tim Boetsch,-410.0,365.0,Blue,Colton Smith,Mike Ricci,270.0,-300.0,Red,270.0,33.33333333
3671,Hatsu Hioki,Bart Palaszewski,-185.0,170.0,Red,Pat Barry,Shane del Rosario,220.0,-240.0,Red,220.0,41.66666667
3672,Anthony Pettis,Joe Lauzon,-285.0,258.0,Red,Dustin Poirier,Jonathan Brookins,-270.0,248.0,Red,37.03703704,248.0
3673,Takanori Gomi,Eiji Mitsuoka,-250.0,230.0,Red,Mike Pyle,James Head,-130.0,120.0,Red,76.92307692,120.0
3674,Norifumi Yamamoto,Vaughan Lee,-290.0,260.0,Blue,Johnny Bedford,Marcos Vinicius,-265.0,245.0,Red,37.73584906,245.0
3675,Riki Fukuda,Steve Cantwell,-310.0,280.0,Red,Vinc Pichel,Rustam Khabilov,260.0,-290.0,Blue,260.0,34.48275862
3676,Takeya Mizugaki,Chris Cariaso,-290.0,260.0,Blue,TJ Waldburger,Nick Catone,-105.0,-105.0,Red,95.23809524,95.23809524
3677,Tiequan Zhang,Issei Tamura,-196.0,181.0,Blue,Reuben Duran,Hugo Viana,-125.0,115.0,Blue,80.0,115.0
3678,Diego Sanchez,Jake Ellenberger,320.0,-355.0,Blue,Mike Rio,John Cofer,100.0,-110.0,Red,100.0,90.90909091
3679,Stefan Struve,Dave Herman,101.0,-111.0,Red,Jared Papazian,Tim Elliott,175.0,-190.0,Blue,175.0,52.63157895
3680,Aaron Simpson,Ronny Markes,130.0,-140.0,Blue,George Sotiropoulos,Ross Pearson,190.0,-210.0,Blue,190.0,47.61904762
3681,Stipe Miocic,Philip De Fries,-515.0,410.0,Red,Robert Whittaker,Bradley Scott,-235.0,215.0,Red,42.55319149,215.0
3682,TJ Dillashaw,Walel Watson,-255.0,235.0,Red,Colin Fletcher,Norman Parke,116.0,-126.0,Blue,116.0,79.36507937
3683,Ivan Menjivar,John Albert,-240.0,220.0,Red,Hector Lombard,Rousimar Palhares,-225.0,205.0,Red,44.44444444,205.0
3684,Jonathan Brookins,Vagner Rocha,-165.0,155.0,Red,Chad Mendes,Yaotzin Meza,-1650.0,1300.0,Red,6.0606060610000005,1300.0
3685,Anton Kuivanen,Justin Salas,130.0,-140.0,Blue,Mike Pierce,Seth Baczynski,-400.0,355.0,Red,25.0,355.0
3686,Tim Means,Bernardo Magalhaes,115.0,-125.0,Red,Benny Alloway,Manuel Rodriguez,-235.0,215.0,Red,42.55319149,215.0
3687,Nick Diaz,Carlos Condit,-190.0,175.0,Blue,Brendan Loughnane,Mike Wilkinson,210.0,-230.0,Blue,210.0,43.47826087
3688,Roy Nelson,Fabricio Werdum,140.0,-150.0,Blue,Nick Penner,Cody Donovan,-140.0,130.0,Blue,71.42857143,130.0
3689,Josh Koscheck,Mike Pierce,-270.0,248.0,Red,Benson Henderson,Nate Diaz,-225.0,185.0,Red,44.44444444,185.0
3690,Renan Barao,Scott Jorgensen,-215.0,195.0,Red,Mauricio Rua,Alexander Gustafsson,240.0,-280.0,Blue,240.0,35.71428571
3691,Ed Herman,Clifford Starks,-220.0,200.0,Red,BJ Penn,Rory MacDonald,275.0,-335.0,Blue,275.0,29.85074627
3692,Dustin Poirier,Max Holloway,-515.0,445.0,Red,Mike Swick,Matt Brown,-140.0,120.0,Blue,71.42857143,120.0
3693,Alex Caceres,Edwin Figueroa,115.0,-125.0,Blue,Yves Edwards,Jeremy Stephens,200.0,-240.0,Red,200.0,41.66666667
3694,Matt Brown,Chris Cope,-335.0,305.0,Red,Raphael Assuncao,Mike Easton,250.0,-300.0,Red,250.0,33.33333333
3695,Matthew Riddle,Henry Martinez,-365.0,328.0,Red,Ramsey Nijem,Joe Proctor,-230.0,190.0,Red,43.47826087,190.0
3696,Rafael Natal,Michael Kuiper,-152.0,142.0,Red,Daron Cruickshank,Henry Martinez,-170.0,150.0,Red,58.82352941,150.0
3697,Dan Stittgen,Stephen Thompson,290.0,-320.0,Blue,Marcus LeVesseur,Abel Trujillo,-140.0,120.0,Blue,71.42857143,120.0
3698,Rashad Evans,Phil Davis,-191.0,176.0,Red,Dennis Siver,Nam Phan,-290.0,245.0,Red,34.48275862,245.0
3699,Chael Sonnen,Michael Bisping,-380.0,340.0,Red,Scott Jorgensen,John Albert,-280.0,240.0,Red,35.71428571,240.0
3700,Demian Maia,Chris Weidman,142.0,-152.0,Blue,Georges St-Pierre,Carlos Condit,-300.0,270.0,Red,33.33333333,270.0
3701,Evan Dunham,Nik Lentz,-355.0,320.0,Red,Johny Hendricks,Martin Kampmann,-167.0,157.0,Red,59.88023952,157.0
3702,Mike Russow,Jon Olav Einemo,-105.0,-105.0,Red,Francis Carmont,Tom Lawlor,-245.0,225.0,Red,40.81632653,225.0
3703,Cub Swanson,George Roop,110.0,-130.0,Red,Mark Bocek,Rafael Dos Anjos,190.0,-210.0,Blue,190.0,47.61904762
3704,Charles Oliveira,Eric Wisely,-560.0,475.0,Red,Mark Hominick,Pablo Garza,-280.0,255.0,Blue,35.71428571,255.0
3705,Michael Johnson,Shane Roller,225.0,-245.0,Red,Patrick Cote,Alessio Sakara,-210.0,190.0,Red,47.61904762,190.0
3706,Joey Beltran,Lavar Johnson,-170.0,160.0,Blue,Cyrille Diabate,Chad Griggs,-125.0,115.0,Red,80.0,115.0
3707,Chris Camozzi,Dustin Jacoby,-145.0,135.0,Red,Sam Stout,John Makdessi,-200.0,185.0,Blue,50.0,185.0
3708,Melvin Guillard,Jim Miller,140.0,-150.0,Blue,Antonio Carvalho,Rodrigo Damm,-205.0,188.0,Red,48.780487799999996,188.0
3709,Duane Ludwig,Josh Neer,155.0,-165.0,Blue,Matthew Riddle,John Maguire,-220.0,200.0,Red,45.45454545,200.0
3710,Mike Easton,Jared Papazian,-430.0,380.0,Red,Ivan Menjivar,Azamat Gashimov,-215.0,195.0,Red,46.51162791,195.0
3711,Pat Barry,Christian Morecraft,-200.0,185.0,Red,Steven Siler,Darren Elkins,100.0,-110.0,Blue,100.0,90.90909091
3712,Jorge Rivera,Eric Schafer,135.0,-145.0,Red,Rich Franklin,Cung Le,-450.0,400.0,Blue,22.22222222,400.0
3713,Kamal Shalorus,Khabib Nurmagomedov,100.0,-110.0,Blue,Dong Hyun Kim,Paulo Thiago,-320.0,290.0,Red,31.25,290.0
3714,Charlie Brenneman,Daniel Roberts,-360.0,325.0,Red,Takanori Gomi,Mac Danzig,170.0,-185.0,Red,170.0,54.05405405
3715,Fabricio Camoes,Tommy Hayden,-310.0,280.0,Red,Tiequan Zhang,Jon Tuck,285.0,-315.0,Blue,285.0,31.74603175
3716,Daniel Pineda,Pat Schilling,-140.0,130.0,Red,Takeya Mizugaki,Jeff Hougland,-440.0,390.0,Red,22.72727273,390.0
3717,Joseph Sandoval,Nick Denis,250.0,-275.0,Blue,Alex Caceres,Motonobu Tezuka,-220.0,200.0,Red,45.45454545,200.0
3718,Jose Aldo,Chad Mendes,-230.0,210.0,Red,Yasuhiro Urushitani,John Lineker,195.0,-215.0,Blue,195.0,46.51162791
3719,Vitor Belfort,Anthony Johnson,-125.0,115.0,Red,Riki Fukuda,Tom DeBlass,-260.0,240.0,Red,38.46153846,240.0
3720,Rousimar Palhares,Mike Massenzio,-500.0,435.0,Red,Anderson Silva,Stephan Bonnar,-1000.0,800.0,Red,10.0,800.0
3721,Erick Silva,Carlo Prater,-530.0,455.0,Blue,Minotauro Nogueira,Dave Herman,-210.0,190.0,Red,47.61904762,190.0
3722,Edson Barboza,Terry Etim,-305.0,275.0,Red,Glover Teixeira,Fabio Maldonado,-475.0,420.0,Red,21.05263158,420.0
3723,Thiago Tavares,Sam Stout,-125.0,115.0,Red,Jon Fitch,Erick Silva,177.0,-192.0,Red,177.0,52.08333333
3724,Gabriel Gonzaga,Ednaldo Oliveira,-140.0,130.0,Red,Phil Davis,Wagner Prado,-355.0,320.0,Red,28.16901408,320.0
3725,Iuri Alcantara,Michihiro Omigawa,-192.0,177.0,Red,Demian Maia,Rick Story,-115.0,105.0,Red,86.95652174,105.0
3726,Ricardo Funch,Mike Pyle,455.0,-530.0,Blue,Rony Jason,Sam Sicilia,-210.0,190.0,Red,47.61904762,190.0
3727,Felipe Arantes,Antonio Carvalho,155.0,-165.0,Red,Gleison Tibau,Francisco Trinaldo,-130.0,120.0,Red,76.92307692,120.0
3728,Brock Lesnar,Alistair Overeem,130.0,-140.0,Blue,Diego Brandao,Joey Gambino,-250.0,230.0,Red,40.0,230.0
3729,Nate Diaz,Donald Cerrone,255.0,-280.0,Red,Sergio Moraes,Renee Forte,-210.0,190.0,Red,47.61904762,190.0
3730,Jon Fitch,Johny Hendricks,-225.0,205.0,Blue,Luiz Cane,Chris Camozzi,-145.0,135.0,Blue,68.96551724,135.0
3731,Vladimir Matyushenko,Alexander Gustafsson,300.0,-330.0,Blue,Cristiano Marcello,Reza Madadi,135.0,-145.0,Red,135.0,68.96551724
3732,Nam Phan,Jimy Hettes,-165.0,155.0,Blue,Travis Browne,Antonio Silva,-185.0,170.0,Blue,54.05405405,170.0
3733,Ross Pearson,Junior Assuncao,-325.0,295.0,Red,Jake Ellenberger,Jay Hieron,-310.0,280.0,Red,32.25806452,280.0
3734,Anthony Njokuani,Danny Castillo,170.0,-185.0,Blue,John Dodson,Jussier Formiga,-255.0,235.0,Red,39.21568627,235.0
3735,Dong Hyun Kim,Sean Pierson,-345.0,315.0,Red,Josh Neer,Justin Edwards,-280.0,255.0,Blue,35.71428571,255.0
3736,Jacob Volkmann,Efrain Escudero,-265.0,245.0,Red,Michael Johnson,Danny Castillo,-185.0,170.0,Red,54.05405405,170.0
3737,Manvel Gamburyan,Diego Nunes,195.0,-215.0,Blue,Aaron Simpson,Mike Pierce,135.0,-145.0,Blue,135.0,68.96551724
3738,Jon Jones,Lyoto Machida,-475.0,420.0,Red,Marcus LeVesseur,Carlo Prater,-155.0,145.0,Red,64.51612903,145.0
3739,Frank Mir,Minotauro Nogueira,-210.0,190.0,Red,Jacob Volkmann,Shane Roller,-170.0,160.0,Red,58.82352941,160.0
3740,Tito Ortiz,Rogerio Nogueira,245.0,-265.0,Blue,Bart Palaszewski,Diego Nunes,177.0,-192.0,Blue,177.0,52.08333333
3741,Claude Patrick,Brian Ebersole,-110.0,100.0,Blue,Darren Uyenoyama,Phil Harris,-300.0,270.0,Red,33.33333333,270.0
3742,Mark Hominick,Chan Sung Jung,-560.0,475.0,Blue,Stefan Struve,Stipe Miocic,155.0,-165.0,Red,155.0,60.60606061
3743,Krzysztof Soszynski,Igor Pokrajac,-255.0,235.0,Blue,Dan Hardy,Amir Sadollah,-230.0,210.0,Red,43.47826087,210.0
3744,Jared Hamman,Costas Philippou,-176.0,166.0,Blue,Brad Pickett,Yves Jabouin,-156.0,146.0,Red,64.10256410000001,146.0
3745,John Makdessi,Dennis Hallman,-152.0,142.0,Blue,Paul Sass,Matt Wiman,-110.0,110.0,Blue,90.90909091,110.0
3746,Walel Watson,Yves Jabouin,145.0,-155.0,Blue,John Hathaway,John Maguire,-255.0,235.0,Red,39.21568627,235.0
3747,Mark Bocek,Nik Lentz,-142.0,132.0,Red,Che Mills,Duane Ludwig,-230.0,210.0,Red,43.47826087,210.0
3748,Rich Attonito,Jake Hecht,-230.0,210.0,Blue,Kyle Kingsbury,Jimi Manuwa,225.0,-245.0,Blue,225.0,40.81632653
3749,Mitch Clarke,John Cholish,315.0,-345.0,Blue,Andy Ogle,Akira Corassani,-155.0,145.0,Blue,64.51612903,145.0
3750,Michael Bisping,Jason Miller,-192.0,177.0,Red,Tom Watson,Brad Tavares,150.0,-160.0,Blue,150.0,62.5
3751,Diego Brandao,Dennis Bermudez,-320.0,290.0,Red,DaMarques Johnson,Gunnar Nelson,310.0,-340.0,Blue,310.0,29.41176471
3752,TJ Dillashaw,John Dodson,-215.0,195.0,Blue,Jason Young,Robert Peralta,-115.0,105.0,Blue,86.95652174,105.0
3753,Tony Ferguson,Yves Edwards,-350.0,318.0,Red,Jon Jones,Vitor Belfort,-840.0,660.0,Red,11.9047619,660.0
3754,Louis Gaudinot,Johnny Bedford,205.0,-225.0,Blue,Joseph Benavidez,Demetrious Johnson,-245.0,225.0,Blue,40.81632653,225.0
3755,Marcus Brimage,Stephen Bass,104.0,-114.0,Red,Michael Bisping,Brian Stann,-200.0,185.0,Red,50.0,185.0
3756,Dustin Pague,John Albert,-225.0,205.0,Blue,Matt Hamill,Roger Hollett,-340.0,310.0,Red,29.41176471,310.0
3757,Roland Delorme,Josh Ferguson,-105.0,-115.0,Red,Cub Swanson,Charles Oliveira,215.0,-235.0,Red,215.0,42.55319149
3758,Steven Siler,Josh Clopton,-160.0,150.0,Red,Igor Pokrajac,Vinny Magalhaes,-155.0,145.0,Blue,64.51612903,145.0
3759,Bryan Caraway,Dustin Neace,-405.0,360.0,Red,TJ Grant,Evan Dunham,115.0,-125.0,Red,115.0,80.0
3760,Mauricio Rua,Dan Henderson,-153.0,143.0,Blue,Sean Pierson,Lance Benoist,200.0,-220.0,Red,200.0,45.45454545
3761,Wanderlei Silva,Cung Le,180.0,-220.0,Red,Jimy Hettes,Marcus Brimage,-400.0,355.0,Blue,25.0,355.0
3762,Urijah Faber,Brian Bowles,-174.0,164.0,Red,Seth Baczynski,Simeon Thoresen,-115.0,105.0,Red,86.95652174,105.0
3763,Rick Story,Martin Kampmann,-110.0,100.0,Blue,Mitch Gagnon,Walel Watson,164.0,-174.0,Red,164.0,57.47126437
3764,Stephan Bonnar,Kyle Kingsbury,138.0,-148.0,Red,Kyle Noke,Charlie Brenneman,195.0,-215.0,Red,195.0,46.51162791
3765,Ryan Bader,Jason Brilz,-385.0,345.0,Red,Benson Henderson,Frankie Edgar,-185.0,170.0,Red,54.05405405,170.0
3766,Michael McDonald,Alex Soto,-410.0,365.0,Red,Donald Cerrone,Melvin Guillard,-335.0,305.0,Red,29.85074627,305.0
3767,Tom Lawlor,Chris Weidman,300.0,-330.0,Blue,Yushin Okami,Buddy Roberts,-660.0,540.0,Red,15.15151515,540.0
3768,Gleison Tibau,Rafael Dos Anjos,-155.0,145.0,Red,Justin Lawrence,Max Holloway,150.0,-160.0,Blue,150.0,62.5
3769,Miguel Torres,Nick Pace,-410.0,365.0,Red,Dennis Bermudez,Tommy Hayden,-315.0,285.0,Red,31.74603175,285.0
3770,Matt Brown,Seth Baczynski,-135.0,125.0,Blue,Jared Hamman,Michael Kuiper,145.0,-155.0,Blue,145.0,64.51612903
3771,Danny Castillo,Shamar Bailey,-375.0,335.0,Red,Ken Stone,Erik Perez,155.0,-165.0,Blue,155.0,60.60606061
3772,Cain Velasquez,Junior Dos Santos,-125.0,115.0,Blue,Dustin Pague,Chico Camus,-155.0,145.0,Blue,64.51612903,145.0
3773,Clay Guida,Benson Henderson,245.0,-265.0,Blue,Nik Lentz,Eiji Mitsuoka,-500.0,435.0,Red,20.0,435.0
3774,Dustin Poirier,Pablo Garza,-225.0,205.0,Red,Mauricio Rua,Brandon Vera,-400.0,355.0,Red,25.0,355.0
3775,Cub Swanson,Ricardo Lamas,165.0,-175.0,Blue,Lyoto Machida,Ryan Bader,-275.0,250.0,Red,36.36363636,250.0
3776,DaMarques Johnson,Clay Harvison,-260.0,240.0,Red,Joe Lauzon,Jamie Varner,-115.0,105.0,Red,86.95652174,105.0
3777,Norifumi Yamamoto,Darren Uyenoyama,-390.0,348.0,Blue,Mike Swick,DaMarques Johnson,-220.0,200.0,Red,45.45454545,200.0
3778,Mackens Semerzier,Robert Peralta,-105.0,-105.0,Draw,Cole Miller,Nam Phan,-140.0,130.0,Blue,71.42857143,130.0
3779,Alex Caceres,Cole Escovedo,248.0,-270.0,Red,Josh Grispi,Rani Yahya,-200.0,185.0,Blue,50.0,185.0
3780,Mike Pierce,Paul Bradley,-300.0,270.0,Red,Philip De Fries,Oli Thompson,-210.0,190.0,Red,47.61904762,190.0
3781,Aaron Rosa,Matt Lucas,-120.0,110.0,Red,Manvel Gamburyan,Michihiro Omigawa,-190.0,175.0,Red,52.63157895,175.0
3782,Chris Leben,Mark Munoz,205.0,-225.0,Blue,John Moraga,Ulysses Gomez,110.0,-120.0,Red,110.0,83.33333333
3783,Brad Pickett,Renan Barao,115.0,-125.0,Blue,Urijah Faber,Renan Barao,150.0,-160.0,Blue,150.0,62.5
3784,Thiago Alves,Papy Abedi,-335.0,305.0,Red,Hector Lombard,Tim Boetsch,-310.0,280.0,Blue,32.25806452,280.0
3785,Cyrille Diabate,Anthony Perosh,-355.0,320.0,Blue,Cheick Kongo,Shawn Jordan,-125.0,115.0,Red,80.0,115.0
3786,Terry Etim,Edward Faaloloto,-660.0,540.0,Red,Brian Ebersole,James Head,-325.0,295.0,Blue,30.76923077,295.0
3787,John Maguire,Justin Edwards,120.0,-130.0,Red,Court McGee,Nick Ring,-125.0,115.0,Blue,80.0,115.0
