Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
184,Junyong Park,Anthony Hernandez,125.0,-145.0,Blue,Lando Vannata,Bobby Green,-162.0,130.0,Blue,61.72839506,130.0
185,Su Mudaerji,Andre Soukhamthath,140.0,-160.0,Red,Frankie Saenz,Jonathan Martinez,200.0,-250.0,Blue,200.0,40.0
186,Da Un Jung,Khadis Ibragimov,245.0,-290.0,Red,Johnny Munoz,Nate Maness,110.0,-137.0,Blue,110.0,72.99270073
187,Damir Ismagulov,Thiago Moises,-220.0,180.0,Red,Jamall Emmers,Vince Cachero,-360.0,265.0,Red,27.77777778,265.0
188,Heili Alateng,Danaa Batgerel,-120.0,100.0,Red,Robert Whittaker,Darren Till,-130.0,107.0,Red,76.92307692,107.0
189,Karol Rosa,Lara Procopio,-115.0,-105.0,Red,Mauricio Rua,Rogerio Nogueira,-190.0,150.0,Red,52.63157895,150.0
190,Khabib Nurmagomedov,Dustin Poirier,-400.0,325.0,Red,Fabricio Werdum,Alexander Gustafsson,260.0,-335.0,Red,260.0,29.85074627
191,Edson Barboza,Paul Felder,-120.0,100.0,Blue,Carla Esparza,Marina Rodriguez,145.0,-182.0,Red,145.0,54.94505495
192,Islam Makhachev,Davi Ramos,-380.0,315.0,Red,Paul Craig,Gadzhimurad Antigulov,-137.0,110.0,Red,72.99270073,110.0
193,Curtis Blaydes,Shamil Abdurakhimov,-550.0,425.0,Red,Alex Oliveira,Peter Sobotta,-182.0,145.0,Red,54.94505495,145.0
194,Mairbek Taisumov,Diego Ferreira,-245.0,205.0,Blue,Khamzat Chimaev,Rhys McKee,-1250.0,700.0,Red,8.0,700.0
195,Joanne Calderwood,Andrea Lee,210.0,-250.0,Red,Francisco Trinaldo,Jai Herbert,-134.0,108.0,Red,74.62686567,108.0
196,Zubaira Tukhugov,Lerone Murphy,-300.0,250.0,Draw,Nicolas Dalby,Jesse Ronson,-265.0,205.0,Blue,37.73584906,205.0
197,Liana Jojua,Sarah Moras,-155.0,135.0,Blue,Tom Aspinall,Jake Collier,-278.0,220.0,Red,35.97122302,220.0
198,Ottman Azaitar,Teemu Packalen,-190.0,165.0,Red,Movsar Evloev,Mike Grundy,-200.0,161.0,Red,50.0,161.0
199,Belal Muhammad,Takashi Sato,-390.0,320.0,Red,Tanner Boser,Raphael Pessoa,-278.0,220.0,Red,35.97122302,220.0
200,Nordine Taleb,Muslim Salikhov,-130.0,110.0,Blue,Bethe Correia,Pannie Kianzad,131.0,-162.0,Blue,131.0,61.72839506
201,Omari Akhmedov,Zak Cummings,-125.0,105.0,Red,Ramazan Emeev,Niklas Stolze,-400.0,300.0,Red,25.0,300.0
202,Don Madge,Fares Ziam,-190.0,165.0,Red,Nathaniel Wood,John Castaneda,-455.0,320.0,Red,21.97802198,320.0
203,Donald Cerrone,Justin Gaethje,160.0,-185.0,Blue,Deiveson Figueiredo,Joseph Benavidez,-225.0,180.0,Red,44.44444444,180.0
204,Glover Teixeira,Nikita Krylov,-115.0,-105.0,Red,Jack Hermansson,Kelvin Gastelum,-112.0,-112.0,Red,89.28571429,89.28571429
205,Michel Pereira,Tristan Connelly,-460.0,365.0,Blue,Marc Diakiese,Rafael Fiziev,-167.0,135.0,Blue,59.88023952,135.0
206,Uriah Hall,Antonio Carlos Junior,230.0,-270.0,Red,Ariane Lipski,Luana Carolina,-125.0,100.0,Red,80.0,100.0
207,Misha Cirkunov,Jimmy Crute,-105.0,-115.0,Red,Alexandre Pantoja,Askar Askarov,-210.0,165.0,Blue,47.61904762,165.0
208,Marcin Tybura,Augusto Sakai,105.0,-125.0,Blue,Roman Dolidze,Khadis Ibragimov,-167.0,135.0,Red,59.88023952,135.0
209,Cole Smith,Miles Johns,115.0,-135.0,Blue,Grant Dawson,Nad Narimani,-250.0,195.0,Red,40.0,195.0
210,Brad Katona,Hunter Azure,-130.0,110.0,Blue,Joe Duffy,Joel Alvarez,-335.0,250.0,Blue,29.85074627,250.0
211,Chas Skelly,Jordan Griffin,145.0,-160.0,Red,Brett Johns,Montel Jackson,170.0,-215.0,Red,170.0,46.51162791
212,Louis Smolka,Ryan MacDonald,-230.0,190.0,Red,Malcolm Gordon,Amir Albazi,135.0,-167.0,Blue,135.0,59.88023952
213,Kyle Prepolec,Austin Hubbard,120.0,-140.0,Blue,Davi Ramos,Arman Tsarukyan,160.0,-200.0,Blue,160.0,50.0
214,Brandon Moreno,Askar Askarov,135.0,-155.0,Draw,Carlos Felipe,Serghei Spivac,140.0,-177.0,Blue,140.0,56.49717514
215,Carla Esparza,Alexa Grasso,125.0,-145.0,Red,Calvin Kattar,Dan Ige,-286.0,220.0,Red,29.85074627,245.0
216,Irene Aldana,Vanessa Melo,-525.0,415.0,Red,Tim Elliott,Ryan Benoit,-141.0,112.0,Red,80.0,100.0
217,Martin Bravo,Steven Peterson,-145.0,125.0,Blue,Jimmie Rivera,Cody Stamann,-141.0,112.0,Red,70.92198582,112.0
218,Jose Quinonez,Carlos Huachin,-150.0,130.0,Red,Molly McCann,Taila Santos,-152.0,120.0,Blue,80.0,100.0
219,Marco Polo Reyes,Kyle Nelson,-105.0,-115.0,Blue,Abdul Razak Alhassan,Mounir Lazzez,-345.0,260.0,Blue,28.98550725,260.0
220,Ariane Carnelossi,Angela Hill,-115.0,-105.0,Blue,John Phillips,Khamzat Chimaev,271.0,-375.0,Blue,260.0,28.98550725
221,Sergio Pettis,Tyson Nam,-300.0,250.0,Red,Ricardo Ramos,Lerone Murphy,-162.0,130.0,Blue,61.72839506,130.0
222,Vinicius Moreira,Paul Craig,100.0,-120.0,Blue,Modestas Bukauskas,Andreas Michailidis,-177.0,140.0,Red,47.61904762,165.0
223,Sijara Eubanks,Bethe Correia,-290.0,245.0,Blue,Jared Gordon,Chris Fishgold,-143.0,115.0,Red,66.66666667,120.0
224,Caludio Puelles,Marcos Mariano,-400.0,325.0,Red,Diana Belbita,Liana Jojua,-195.0,155.0,Blue,59.88023952,135.0
225,Jack Hermansson,Jared Cannonier,-275.0,235.0,Blue,Jack Shore,Aaron Phillips,-715.0,475.0,Red,13.98601399,475.0
226,Mark Madsen,Danilo Belluardo,-600.0,450.0,Red,Kamaru Usman,Jorge Masvidal,-240.0,190.0,Red,41.66666667,190.0
227,Gunnar Nelson,Gilbert Burns,-105.0,-115.0,Blue,Alexander Volkanovski,Max Holloway,-210.0,170.0,Red,47.61904762,170.0
228,Ion Cutelaba,Khalil Rountree Jr.,-105.0,-115.0,Red,Petr Yan,Jose Aldo,-215.0,175.0,Red,46.51162791,175.0
229,Michal Oleksiejczuk,Ovince Saint Preux,-290.0,245.0,Blue,Jessica Andrade,Rose Namajunas,175.0,-215.0,Blue,175.0,46.51162791
230,Nicolas Dalby,Alex Oliveira,135.0,-155.0,Red,Amanda Ribas,Paige VanZant,-770.0,500.0,Red,12.98701299,500.0
231,Alen Amedovski,John Phillips,-130.0,110.0,Blue,Volkan Oezdemir,Jiri Prochazka,-159.0,129.0,Blue,62.89308176,129.0
232,Alessio Di Chirico,Makhmud Muradov,145.0,-165.0,Blue,Elizeu Zaleski dos Santos,Muslim Salikhov,108.0,-134.0,Blue,108.0,74.62686567
233,Siyar Bahadurzada,Ismail Naurdiev,190.0,-230.0,Blue,Makwan Amirkhani,Danny Henry,-215.0,170.0,Red,46.51162791,170.0
234,Brandon Davis,Giga Chikadze,-155.0,135.0,Blue,Leonardo Santos,Roman Bogatov,-177.0,145.0,Red,56.49717514,145.0
235,Macy Chiasson,Lina Lansberg,-430.0,345.0,Blue,Marcin Tybura,Maxim Grishin,-112.0,-112.0,Red,89.28571429,89.28571429
236,Marc Diakiese,Lando Vannata,-165.0,145.0,Red,Raulian Paiva,Zhalgas Zhamagulov,-180.0,142.0,Red,55.55555556,142.0
237,Jack Shore,Nohelin Hernandez,-235.0,195.0,Red,Karol Rosa,Vanessa Melo,-250.0,195.0,Red,40.0,195.0
238,Robert Whittaker,Israel Adesanya,110.0,-130.0,Blue,Martin Day,Davey Grant,-162.0,130.0,Blue,61.72839506,130.0
239,Al Iaquinta,Dan Hooker,115.0,-135.0,Blue,Dustin Poirier,Dan Hooker,-225.0,180.0,Red,44.44444444,180.0
240,Tai Tuivasa,Serghei Spivac,-330.0,270.0,Blue,Mike Perry,Mickey Gall,-315.0,235.0,Red,31.74603175,235.0
241,Luke Jumeau,Dhiego Lima,120.0,-140.0,Blue,Brendan Allen,Kyle Daukaus,-305.0,235.0,Red,32.78688525,235.0
242,Justin Tafa,Yorgan De Castro,-105.0,-115.0,Blue,Gian Villante,Maurice Greene,180.0,-230.0,Blue,180.0,43.47826087
243,Jake Matthews,Rostem Akman,-470.0,375.0,Red,Luis Pena,Khama Worthy,-250.0,195.0,Blue,40.0,195.0
244,Callan Potter,Maki Pitolo,325.0,-400.0,Red,Mara Romero Borella,Miranda Maverick,230.0,-305.0,Red,230.0,32.78688525
245,Brad Riddell,Jamie Mullarkey,-165.0,145.0,Red,Philipe Lins,Tanner Boser,-112.0,-112.0,Blue,89.28571429,89.28571429
246,Megan Anderson,Zarah Fairn,-420.0,335.0,Red,Sean Woodson,Julian Erosa,-455.0,325.0,Blue,21.97802198,325.0
247,Nadia Kassem,Ji Yeon Kim,155.0,-175.0,Blue,Takashi Sato,Jason Witt,-278.0,215.0,Red,35.97122302,215.0
248,Khalid Taha,Bruno Silva,-220.0,180.0,Red,Kay Hansen,Jinh Yu Frey,-175.0,138.0,Red,57.14285714,138.0
249,Curtis Blaydes,Junior Dos Santos,-280.0,240.0,Red,Jordan Griffin,Youssef Zalal,-106.0,-114.0,Blue,94.33962264,87.71929825
250,Rafael Dos Anjos,Michael Chiesa,-225.0,185.0,Blue,Curtis Blaydes,Alexander Volkov,-400.0,325.0,Red,25.0,325.0
251,Jordan Espinosa,Alex Perez,210.0,-250.0,Blue,Josh Emmett,Shane Burgos,120.0,-140.0,Red,120.0,71.42857143
252,Hannah Cifers,Angela Hill,180.0,-220.0,Blue,Raquel Pennington,Marion Reneau,-160.0,140.0,Red,62.5,140.0
253,Jamahal Hill,Darko Stosic,-135.0,115.0,Red,Belal Muhammad,Lyman Good,-130.0,110.0,Red,76.92307692,110.0
254,Bevon Lewis,Dequan Townsend,-370.0,310.0,Red,Jim Miller,Roosevelt Roberts,200.0,-240.0,Red,200.0,41.66666667
255,Arnold Allen,Nik Lentz,-235.0,195.0,Red,Clay Guida,Bobby Green,195.0,-235.0,Blue,195.0,42.55319149
256,Justine Kish,Luci Pudilova,150.0,-170.0,Red,Tecia Torres,Brianna Van Buren,175.0,-210.0,Red,175.0,47.61904762
257,Montel Jackson,Felipe Colares,-700.0,500.0,Red,Marc-Andre Barriault,Oskar Piechota,100.0,-120.0,Red,100.0,83.33333333
258,Sara McMann,Lina Lansberg,-125.0,105.0,Red,Cortney Casey,Gillian Robertson,100.0,-120.0,Blue,100.0,83.33333333
259,Brett Johns,Tony Gravely,-130.0,110.0,Red,Frank Camacho,Justin Jaynes,-340.0,280.0,Blue,29.41176471,280.0
260,Herbert Burns,Nate Landwehr,100.0,-120.0,Red,Roxanne Modafferi,Lauren Murphy,-125.0,105.0,Blue,80.0,105.0
261,Joanna Jedrzejczyk,Michelle Waterson,-300.0,250.0,Red,Austin Hubbard,Max Rohskopf,160.0,-185.0,Red,160.0,54.05405405
262,Cub Swanson,Kron Gracie,155.0,-175.0,Red,Jessica Eye,Cynthia Calvillo,120.0,-130.0,Blue,120.0,76.92307692
263,Niko Price,James Vick,-145.0,125.0,Red,Karl Roberson,Marvin Vettori,210.0,-230.0,Blue,210.0,43.47826087
264,Mackenzie Dern,Amanda Ribas,-185.0,160.0,Blue,Charles Rosa,Kevin Aguilar,170.0,-185.0,Red,170.0,54.05405405
265,Matt Frevola,Luis Pena,130.0,-150.0,Red,Andre Fili,Charles Jourdain,-220.0,200.0,Red,45.45454545,200.0
266,Eryk Anders,Gerald Meerschaert,-140.0,120.0,Red,Jordan Espinosa,Mark De La Rosa,-167.0,157.0,Red,59.88023952,157.0
267,Ryan Spann,Devin Clark,-175.0,155.0,Red,Mariya Agapova,Hannah Cifers,-335.0,305.0,Red,29.85074627,305.0
268,Mike Davis,Thomas Gifford,-290.0,245.0,Red,Merab Dvalishvili,Gustavo Lopez,-800.0,635.0,Red,12.5,635.0
269,Max Griffin,Alex Morono,-145.0,125.0,Blue,Julia Avila,Gina Mazany,-575.0,485.0,Red,17.39130435,485.0
270,Deiveson Figueiredo,Tim Elliott,-175.0,155.0,Red,Tyson Nam,Zarrukh Adashev,-135.0,125.0,Red,74.07407407,125.0
271,Marlon Vera,Andre Ewell,-140.0,120.0,Red,Anthony Ivy,Christian Aguilera,-185.0,170.0,Blue,54.05405405,170.0
272,Miguel Baeza,Hector Aldana,-250.0,210.0,Red,Amanda Nunes,Felicia Spencer,-600.0,450.0,Red,16.66666667,450.0
273,Marvin Vettori,Andrew Sanchez,-370.0,310.0,Red,Raphael Assuncao,Cody Garbrandt,120.0,-140.0,Blue,120.0,71.42857143
274,JJ Aldrich,Lauren Mueller,-150.0,130.0,Red,Aljamain Sterling,Cory Sandhagen,-115.0,-105.0,Red,86.95652174,95.23809524
275,Yair Rodriguez,Jeremy Stephens,-140.0,120.0,Red,Neil Magny,Anthony Rocco Martin,-135.0,115.0,Red,74.07407407,115.0
276,Dominick Reyes,Chris Weidman,-200.0,170.0,Red,Eddie Wineland,Sean O'Malley,400.0,-500.0,Blue,400.0,20.0
277,Joe Lauzon,Jonathan Pearce,170.0,-200.0,Red,Alex Caceres,Chase Hooper,168.0,-195.0,Red,168.0,51.28205128
278,Maycee Barber,Gillian Robertson,-170.0,150.0,Red,Ian Heinisch,Gerald Meerschaert,-130.0,110.0,Red,76.92307692,110.0
279,Deron Winn,Darren Stewart,-115.0,-105.0,Blue,Cody Stamann,Brian Kelleher,-250.0,210.0,Red,40.0,210.0
280,Charles Rosa,Manny Bermudez,160.0,-185.0,Red,Charles Byrd,Maki Pitolo,-175.0,155.0,Blue,57.14285714,155.0
281,Molly McCann,Diana Belbita,-640.0,470.0,Red,Jussier Formiga,Alex Perez,115.0,-135.0,Blue,115.0,74.07407407
282,Kyle Bochniak,Sean Woodson,-115.0,-105.0,Blue,Alonzo Menifield,Devin Clark,-225.0,185.0,Blue,44.44444444,185.0
283,Randy Costa,Boston Salmon,130.0,-150.0,Red,Evan Dunham,Herbert Burns,185.0,-225.0,Blue,185.0,44.44444444
284,Court McGee,Sean Brady,150.0,-170.0,Blue,Tyron Woodley,Gilbert Burns,-170.0,150.0,Blue,58.82352941,150.0
285,Brendan Allen,Kevin Holland,135.0,-155.0,Red,Blagoy Ivanov,Augusto Sakai,-105.0,-115.0,Blue,95.23809524,86.95652174
286,Daniel Spitz,Tanner Boser,125.0,-145.0,Blue,Billy Quarantillo,Spike Carlyle,-130.0,110.0,Red,76.92307692,110.0
287,Demian Maia,Ben Askren,140.0,-160.0,Red,Roosevelt Roberts,Brok Weaver,-360.0,300.0,Red,27.77777778,300.0
288,Michael Johnson,Stevie Ray,-275.0,235.0,Blue,Mackenzie Dern,Hannah Cifers,-420.0,335.0,Red,23.80952381,335.0
289,Frank Camacho,Beneil Dariush,160.0,-185.0,Blue,Katlyn Chookagian,Antonina Shevchenko,110.0,-130.0,Red,110.0,76.92307692
290,Ciryl Gane,Don'tale Mayes,-325.0,265.0,Red,Daniel Rodriguez,Gabe Green,-335.0,275.0,Red,29.85074627,275.0
291,Muslim Salikhov,Laureano Staropoli,-165.0,145.0,Red,Jamahal Hill,Klidson Abreu,-117.0,-103.0,Red,85.47008547,97.08737864
292,Randa Markos,Ashley Yoder,-150.0,130.0,Red,Tim Elliott,Brandon Royval,-162.0,142.0,Blue,61.72839506,142.0
293,Alex White,Rafael Fiziev,165.0,-190.0,Blue,Louis Smolka,Casey Kenney,230.0,-270.0,Blue,230.0,37.03703704
294,Enrique Barzola,Movsar Evloev,170.0,-200.0,Blue,Chris Gutierrez,Vince Morales,-110.0,-110.0,Red,90.90909091,90.90909091
295,Maurice Greene,Sergei Pavlovich,200.0,-240.0,Blue,Alistair Overeem,Walt Harris,135.0,-155.0,Red,135.0,64.51612903
296,Loma Lookboonmee,Alexandra Albu,-135.0,115.0,Red,Claudia Gadelha,Angela Hill,-255.0,215.0,Red,39.21568627,215.0
297,Raphael Pessoa Nunes,Jeff Hughes,205.0,-245.0,Red,Dan Ige,Edson Barboza,112.0,-132.0,Red,112.0,75.75757576
298,Conor McGregor,Donald Cerrone,-305.0,275.0,Red,Krzysztof Jotko,Eryk Anders,-105.0,-105.0,Red,95.23809524,95.23809524
299,Holly Holm,Raquel Pennington,-125.0,105.0,Red,Song Yadong,Marlon Vera,-200.0,170.0,Red,50.0,170.0
300,Aleksei Oleinik,Maurice Greene,110.0,-120.0,Red,Miguel Baeza,Matt Brown,-155.0,-155.0,Red,64.51612903,64.51612903
301,Anthony Pettis,Diego Ferreira,200.0,-220.0,Blue,Kevin Holland,Anthony Hernandez,-110.0,-110.0,Red,90.90909091,90.90909091
302,Roxanne Modafferi,Maycee Barber,655.0,-830.0,Red,Giga Chikadze,Irwin Rivera,-420.0,335.0,Red,23.80952381,335.0
303,Andre Fili,Sodiq Yusuff,125.0,-135.0,Blue,Nate Landwehr,Darren Elkins,100.0,-120.0,Red,100.0,83.33333333
304,Drew Dober,Nasrat Haqparast,290.0,-320.0,Red,Cortney Casey,Mara Romero Borella,-185.0,160.0,Red,54.05405405,160.0
305,Aleksa Camur,Justin Ledet,-115.0,105.0,Red,Rodrigo Nascimento,Don'Tale Mayes,-115.0,-105.0,Red,86.95652174,95.23809524
306,Tim Elliott,Askar Askarov,130.0,-140.0,Blue,Anthony Smith,Glover Teixeira,-175.0,155.0,Blue,57.14285714,155.0
307,Brian Kelleher,Ode Obsourne,125.0,-135.0,Red,Ben Rothwell,Ovince Saint Preux,112.0,-132.0,Red,112.0,75.75757576
308,Sabina Mazo,JJ Aldrich,-105.0,-105.0,Red,Alexander Hernandez,Drew Dober,100.0,-120.0,Blue,100.0,83.33333333
309,Jorge Masvidal,Nate Diaz,-155.0,135.0,Red,Ricky Simon,Ray Borg,-170.0,150.0,Red,58.82352941,150.0
310,Kelvin Gastelum,Darren Till,-200.0,170.0,Blue,Andrei Arlovski,Philipe Lins,130.0,-150.0,Red,130.0,66.66666667
311,Stephen Thompson,Vicente Luque,-115.0,-105.0,Red,Michael Johnson,Thiago Moises,-110.0,-110.0,Blue,90.90909091,90.90909091
312,Derrick Lewis,Blagoy Ivanov,-115.0,-105.0,Red,Sijara Eubanks,Sarah Moras,-370.0,310.0,Red,27.02702703,310.0
313,Kevin Lee,Gregor Gillespie,150.0,-170.0,Red,Gabriel Benitez,Omar Morales,160.0,-185.0,Blue,160.0,54.05405405
314,Corey Anderson,Johnny Walker,155.0,-175.0,Red,Hunter Azure,Brian Kelleher,-200.0,170.0,Blue,50.0,170.0
315,Shane Burgos,Makwan Amirkhani,-220.0,180.0,Red,Chase Sherman,Ike Villanueva,-160.0,140.0,Red,62.5,140.0
316,Brad Tavares,Edmen Shahbazyan,160.0,-185.0,Blue,Vicente Luque,Niko Price,-290.0,245.0,Red,34.48275862,245.0
317,Andrei Arlovski,Jairzinho Rozenstruik,140.0,-160.0,Blue,Bryce Mitchell,Charles Rosa,-155.0,135.0,Red,64.51612903,135.0
318,Katlyn Chookagian,Jennifer Maia,-135.0,115.0,Red,Ryan Spann,Sam Alvey,-420.0,335.0,Red,23.80952381,335.0
319,Lyman Good,Chance Rencountre,-115.0,-105.0,Red,Anthony Pettis,Donald Cerrone,-135.0,115.0,Red,74.07407407,115.0
320,Julio Arce,Hakeem Dawodu,-110.0,-110.0,Blue,Aleksei Oleinik,Fabricio Werdum,270.0,-330.0,Red,270.0,30.303030300000003
321,Zabit Magomedsharipov,Calvin Kattar,-275.0,235.0,Red,Carla Esparza,Michelle Waterson,-155.0,135.0,Red,64.51612903,135.0
322,Alekander Volkov,Greg Hardy,-270.0,230.0,Red,Uriah Hall,Jacare Souza,115.0,-135.0,Red,115.0,74.07407407
323,Zelim Imadaev,Danny Roberts,-240.0,200.0,Blue,Tony Ferguson,Justin Gaethje,-180.0,158.0,Blue,55.55555556,158.0
324,Khadis Ibragimov,Ed Herman,-235.0,195.0,Blue,Henry Cejudo,Dominick Cruz,-225.0,185.0,Red,44.44444444,185.0
325,Ramazan Emeev,Rocco Martin,-135.0,115.0,Blue,Francis Ngannou,Jairzinho Rozenstruik,-265.0,225.0,Red,37.73584906,225.0
326,Shamil Gamzatov,Klidson Abreu,-145.0,125.0,Red,Jeremy Stephens,Calvin Kattar,210.0,-250.0,Blue,210.0,40.0
327,Magomed Ankalaev,Dalcha Lungiambula,-330.0,270.0,Red,Greg Hardy,Yorgan De Castro,-200.0,170.0,Red,50.0,170.0
328,Rustam Khabilov,Sergey Khandozhko,-245.0,205.0,Red,Kevin Lee,Charles Oliveira,-145.0,135.0,Blue,68.96551724,135.0
329,Roman Kopylov,Karl Roberson,-145.0,125.0,Blue,Demian Maia,Gilbert Burns,160.0,-170.0,Blue,160.0,58.82352941
330,Abubakar Nurmagomedov,David Zawada,-265.0,225.0,Blue,Renato Moicano,Damir Hadzovic,-345.0,315.0,Red,28.98550725,315.0
331,Alexander Yakovlev,Roosevelt Roberts,110.0,-130.0,Blue,Johnny Walker,Nikita Krylov,-137.0,127.0,Blue,72.99270073,127.0
332,Jessica-Rose Clark,Pannie Kianzad,-105.0,-115.0,Blue,Francisco Trinaldo,John Makdessi,-160.0,150.0,Red,62.5,150.0
333,Grigorii Popov,Davey Grant,-150.0,130.0,Blue,Jussier Formiga,Brandon Moreno,-150.0,140.0,Blue,66.66666667,140.0
334,Jan Blachowicz,Jacare Souza,-160.0,140.0,Red,Amanda Ribas,Randa Markos,-345.0,315.0,Red,28.98550725,315.0
335,Mauricio Rua,Paul Craig,-225.0,185.0,Draw,Elizeu Dos Santos,Aleksei Kunchenko,-122.0,112.0,Red,81.96721311,112.0
336,Charles Oliveira,Jared Gordon,-390.0,320.0,Red,Mayra Bueno Silva,Maryna Moroz,-140.0,130.0,Blue,71.42857143,130.0
337,Antonio Arroyo,Andre Muniz,105.0,-125.0,Blue,Bruno Silva,David Dvorak,-110.0,100.0,Blue,90.90909091,100.0
338,Markus Perez,Wellington Turman,135.0,-155.0,Blue,Veronica Macedo,Bea Malecki,-155.0,145.0,Blue,64.51612903,145.0
339,Sergio Moraes,James Krause,170.0,-200.0,Blue,Israel Adesanya,Yoel Romero,-260.0,240.0,Red,38.46153846,240.0
340,Ricardo Ramos,Eduardo Garagorri,-430.0,345.0,Red,Weili Zhang,Joanna Jedrzejczyk,-185.0,170.0,Red,54.05405405,170.0
341,Francisco Trinaldo,Bobby Green,-155.0,135.0,Red,Beneil Dariush,Drakkar Klose,-162.0,152.0,Red,61.72839506,152.0
342,Warlley Alves,Randy Brown,-135.0,115.0,Blue,Neil Magny,Li Jingliang,157.0,-167.0,Red,157.0,59.88023952
343,Douglas Silva de Andrade,Renan Barao,-235.0,195.0,Red,Alex Oliveira,Max Griffin,-125.0,115.0,Red,80.0,115.0
344,Ariane Lipski,Isabela De Pauda,-260.0,220.0,Red,Sean O'Malley,Jose Quinonez,-330.0,300.0,Red,30.303030300000003,300.0
345,Vanessa Melo,Tracy Cortez,195.0,-235.0,Blue,Mark Madsen,Austin Hubbard,-215.0,195.0,Red,46.51162791,195.0
346,Frankie Edgar,Chan Sung Jung,129.0,-151.0,Blue,Rodolfo Vieira,Saparbeg Safarov,-570.0,480.0,Red,17.54385965,480.0
347,Volkan Oezdemir,Aleksandar Rakic,145.0,-175.0,Red,Gerald Meerschaert,Deron Winn,125.0,-135.0,Red,125.0,74.07407407
348,Dooho Choi,Charles Jourdain,-280.0,220.0,Blue,Jamall Emmers,Giga Chikadze,-170.0,160.0,Blue,58.82352941,160.0
349,Da Un Jung,Mike Rodriguez,-118.0,-118.0,Red,Danaa Batgerel,Guido Cannetti,-120.0,110.0,Red,83.33333333,110.0
350, Jun Yong Park,Marc-Andre Barriault,-138.0,105.0,Red,Joseph Benavidez,Deiveson Figueiredo,-150.0,130.0,Blue,66.66666667,130.0
351,Kyung Ho Kang,Liu Pingyuan,-275.0,200.0,Red,Felicia Spencer,Zarah Fairn,-870.0,585.0,Red,11.49425287,585.0
352,Ciryl Gane,Tanner Boser,-641.0,484.0,Red,Ion Cutelaba,Magomed Ankalaev,185.0,-225.0,Blue,185.0,44.44444444
353,Seungwoo Choi,Suman Mokhtarian,-275.0,200.0,Red,Megan Anderson,Norma Dumont,-245.0,205.0,Red,40.81632653,205.0
354,Dong Hyun Ma,Omar Antonio Morales Ferrer,150.0,-200.0,Blue,Grant Dawson,Darrick Minner,-475.0,380.0,Red,21.05263158,380.0
355,Alexandre Pantoja,Matt Schnell,-181.0,159.0,Red,Gabriel Silva,Kyler Phillips,-130.0,110.0,Blue,76.92307692,110.0
356,Raoni Barcelos,Said Nurmagomedov,-151.0,129.0,Red,Brendan Allen,Tom Breese,110.0,-130.0,Red,110.0,76.92307692
357,Miranda Granger,Amanda Lemos,-303.0,234.0,Blue,Luis Pena,Steve Garcia,-270.0,230.0,Red,37.03703704,230.0
358,Heili Alateng,Ryan Benoit,126.0,-154.0,Red,Marcin Tybura,Serghei Spivac,100.0,-120.0,Red,100.0,83.33333333
359,Kamaru Usman,Colby Covington,-190.0,165.0,Red,Jordan Griffin,TJ Brown,-135.0,115.0,Red,74.07407407,115.0
360,Max Holloway,Alexander Volkanovski,-200.0,170.0,Blue,Aalon Cruz,Spike Carlyle,-190.0,165.0,Blue,52.63157895,165.0
361,Amanda Nunes,Germaine de Randamie,-460.0,365.0,Red,Sean Brady,Ismail Naurdiev,105.0,-125.0,Red,105.0,80.0
362,Marlon Moraes,Jose Aldo,-165.0,145.0,Red,Paul Felder,Dan Hooker,130.0,-150.0,Blue,130.0,66.66666667
363,Peter Yan,Urijah Faber,-470.0,375.0,Red,Jim Crute,Michal Oleksiejczuk,100.0,-120.0,Red,100.0,83.33333333
364,Geoff Neal,Mike Perry,-300.0,250.0,Red,Karolina Kowalkiewicz,Yan Xiaonan,225.0,-265.0,Blue,225.0,37.73584906
365,Ketlen Vieira,Irene Aldana,-240.0,200.0,Blue,Ben Sosoli,Marcos Rogerio De Lima,130.0,-150.0,Blue,130.0,66.66666667
366,Ian Heinisch,Omari Akhmedov,-115.0,-105.0,Blue,Brad Riddell,Magomed Mustafaev,120.0,-140.0,Red,120.0,71.42857143
367,Matt Brown,Ben Saunders,-355.0,295.0,Red,Kevin Aguilar,Zubaira Tukhugov,-115.0,-105.0,Blue,86.95652174,95.23809524
368,Chase Hooper,Daniel Teymur,-165.0,145.0,Red,Jalin Turner,Joshua Culibao,-210.0,175.0,Red,47.61904762,175.0
369,Brandon Moreno,Kai Kara France,140.0,-160.0,Red,Jake Matthews,Emil Meek,-200.0,170.0,Red,50.0,170.0
370,Jessica Eye,Viviane Araujo,185.0,-225.0,Red,Callan Potter,Song Kenan,170.0,-200.0,Blue,170.0,50.0
371,Punahele Soriano,Oskar Piechota,-125.0,105.0,Red,Kai Kara France,Tyson Nam,-260.0,220.0,Red,38.46153846,220.0
372,Alistair Overeem,Jairzinho Rozenstruik,130.0,-150.0,Blue,Loma Lookboonmee,Angela Hill,155.0,-175.0,Blue,155.0,57.14285714
373,Marina Rodriguez,Cynthia Calvillo,-150.0,130.0,Draw,Priscila Cachoeira,Shana Dobson,180.0,-220.0,Red,180.0,45.45454545
